App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 03:16:16 PM","1 min 36 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",
44100,0,44297,1763560,44295,0,44303,4,
44203,0,44397,1763680,44396,0,44404,4,
44304,0,44498,1763860,44497,0,44504,3,
44404,0,44603,1764100,44597,0,44624,15,
44505,0,44703,1764820,44701,0,44713,42,
44624,0,44802,1765052,44801,0,44807,27,
44713,0,44903,1765300,44902,0,44907,27,
44807,0,45003,1765920,45002,0,45008,31,
44908,0,45105,1765920,45103,0,45112,30,
45008,0,45204,1765920,45203,0,45209,25,
45112,0,45306,1765920,45305,0,45314,3,
45210,0,45407,1765796,45405,0,45413,4,
45314,0,45509,1765796,45508,0,45515,6,
45413,0,45608,1765796,45607,0,45614,1,
45516,0,45708,1765796,45707,0,45714,1,
45614,0,45810,1765556,45809,0,45816,4,
45715,0,45911,1765556,45909,0,45921,4,
45817,0,46011,1765612,46010,0,46022,4,
45921,0,46112,1765564,46110,0,46118,9,
46023,0,46213,1765564,46211,0,46219,1,
46118,0,46313,1765564,46312,0,46320,3,
46220,0,46415,1765616,46413,0,46422,3,
46321,0,46514,1765640,46513,0,46522,4,
46423,0,46616,1765700,46615,0,46624,3,
46523,0,46717,1765760,46715,0,46732,1,
46624,0,46817,1765532,46816,0,46825,7,
46732,0,46918,1765532,46917,0,46926,3,
46825,0,47019,1770852,47017,0,47029,17,
46926,0,47119,1774696,47118,0,47125,29,
47030,0,47220,1760856,47219,0,47227,16,
47125,0,47321,1760916,47320,0,47330,3,
47228,0,47422,1760916,47420,0,47433,3,
47330,0,47524,1760812,47522,0,47535,7,
47434,0,47623,1760812,47622,0,47630,3,
47535,0,47725,1760812,47723,0,47732,3,
47631,0,47825,1760884,47824,0,47830,4,
47732,0,47926,1760884,47925,0,47933,3,
47831,0,48027,1760968,48026,0,48033,1,
47933,0,48127,1761028,48126,0,48137,4,
48034,0,48228,1761116,48227,0,48237,16,
48137,0,48329,1761916,48328,0,48334,25,
48237,0,48429,1762088,48428,0,48434,27,
48334,0,48530,1762444,48529,0,48535,27,
48435,0,48630,1762556,48629,0,48635,27,
48535,0,48731,1762724,48730,0,48736,27,
48636,0,48832,1762900,48831,0,48838,29,
48736,0,48935,1762792,48931,0,48940,34,
48838,0,49033,1762676,49032,0,49037,30,
48940,0,49133,1762960,49133,0,49138,27,
49038,0,49234,1764516,49233,0,49242,28,
49139,0,49335,1764084,49334,0,49345,36,
