App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 04:04:44 PM","15 min 35 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
20941,1,21023,1616056,21026,0,21024,1400000,
21027,1,21138,1616056,21141,7,21138,1400000,
21141,1,21224,1616056,21227,2,21224,1400000,
21227,1,21339,1616056,21342,5,21339,1400000,
21342,1,21424,1616056,21427,2,21425,1400000,
21427,1,21539,1616056,21542,4,21539,1400000,
21542,1,21625,1616064,21628,11,21625,1400000,
21628,1,21740,1616064,21743,5,21740,1400000,
21743,1,21827,1616064,21830,4,21828,1400000,
21831,1,21942,1616064,21945,5,21942,1400000,
21945,1,22027,1616064,22030,0,22028,1400000,
22031,1,22142,1616064,22145,5,22142,1400000,
22145,1,22228,1616064,22231,5,22228,1400000,
22231,1,22343,1616064,22346,1,22343,1400000,
22346,1,22428,1616064,22431,5,22429,1400000,
22431,1,22543,1616064,22547,1,22543,1400000,
22547,1,22629,1616064,22632,0,22629,1400000,
22632,1,22743,1616064,22746,2,22744,1400000,
22747,1,22829,1616064,22833,2,22830,1400000,
22833,1,22944,1616064,22947,1,22945,1400000,
22947,1,23030,1616064,23033,5,23030,1400000,
23033,1,23144,1616064,23148,1,23145,1400000,
23148,1,23230,1616064,23233,2,23231,1400000,
23233,1,23346,1616064,23349,3,23346,1400000,
23349,1,23431,1616064,23434,5,23432,1400000,
23434,1,23547,1616064,23550,0,23548,1400000,
23550,1,23632,1616072,23635,4,23632,1400000,
23635,1,23747,1616072,23751,3,23748,1400000,
23751,1,23833,1616072,23836,2,23833,1400000,
23836,1,23949,1616072,23952,1,23949,1400000,
23952,1,24034,1616072,24037,2,24034,1400000,
24037,1,24149,1616072,24152,1,24149,1400000,
24152,1,24234,1616072,24237,5,24235,1400000,
24237,1,24349,1616072,24352,5,24350,1400000,
24353,1,24435,1616072,24438,0,24435,1400000,
24438,1,24550,1616072,24553,1,24550,1400000,
24553,1,24636,1616072,24640,2,24637,1400000,
24641,1,24750,1616072,24753,7,24750,1400000,
24753,1,24836,1616072,24839,2,24836,1400000,
24839,1,24951,1616072,24954,5,24951,1400000,
