App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 03:16:15 PM","1 min 36 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
46275,0,46475,1689972,46477,2,46475,0,
46392,0,46577,1689972,46579,2,46578,0,
46477,0,46676,1689972,46696,5,46679,0,
46580,0,46776,1689972,46779,0,46777,0,
46696,0,46880,1689972,46884,5,46880,0,
46781,0,46977,1689972,47012,5,46977,0,
46884,0,47077,1689972,47079,4,47077,0,
47012,0,47178,1689972,47180,4,47178,0,
47079,0,47278,1689972,47306,7,47278,0,
47180,0,47378,1688856,47380,8,47379,0,
47306,0,47478,1688856,47480,1,47479,0,
47381,0,47579,1688856,47601,5,47579,0,
47481,0,47679,1688856,47681,2,47679,0,
47601,0,47779,1688856,47781,4,47780,0,
47681,0,47881,1688856,47898,3,47881,0,
47781,0,47982,1688856,47984,4,47982,0,
47898,0,48082,1688856,48084,3,48083,0,
47984,0,48182,1688856,48200,5,48183,0,
48085,0,48283,1688856,48285,7,48283,0,
48200,0,48383,1688856,48385,0,48383,0,
48285,0,48489,1688856,48522,8,48493,0,
48385,0,48583,1688856,48586,3,48584,0,
48522,0,48684,1688856,48686,2,48685,0,
48586,0,48784,1688856,48801,5,48785,0,
48686,0,48885,1688856,48887,2,48885,0,
48802,0,48989,1688944,49000,7,48990,0,
48887,0,49109,1688944,49285,22,49119,0,
49019,0,49314,1691464,49325,25,49324,0,
49304,0,49429,1692952,49485,25,49440,0,
49349,0,49486,1693736,49512,25,49496,0,
49486,0,49573,1694728,49615,14,49573,1600000,
49512,0,49674,1705756,49676,25,49674,1600000,
49617,0,49774,1704720,49792,16,49775,1600000,
49676,0,49875,1704348,49877,19,49875,1600000,
49792,0,49976,1704420,49979,20,49976,1600000,
49877,0,50076,1704420,50095,18,50077,1600000,
49903,1,50176,1704420,50178,8,50177,1600000,
49980,1,50277,1704420,50278,5,50277,1600000,
50095,1,50377,1704492,50398,12,50377,1600000,
50178,1,50477,1704568,50480,12,50479,1600000,
50279,1,50577,1704436,50580,10,50578,1400000,
50399,1,50678,1704452,50709,6,50678,1400000,
50480,1,50778,1704524,50780,8,50778,1400000,
50580,1,50879,1704452,50882,0,50880,1400000,
