App,Package,Start Time,Duration,Filename
"System",,"Jul 18, 2018 @ 02:02:10 PM","20 min 3 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
38613,1,38711,1683276,38713,25,38711,1600000,
38714,1,38811,1683276,38822,25,38812,1600000,
38825,1,38911,1683400,38914,30,38912,1600000,
38914,1,39012,1683648,39014,25,39012,1600000,
39014,1,39112,1684020,39114,25,39112,1600000,
39115,1,39212,1684392,39216,25,39212,1600000,
39217,1,39262,1684516,39265,33,39263,1600000,
39265,1,39362,1684764,39365,25,39363,1600000,
39365,1,39463,1685136,39465,25,39463,1600000,
39465,1,39563,1685508,39567,27,39563,1600000,
39567,1,39663,1685756,39666,27,39663,1600000,
39666,1,39763,1686128,39766,27,39764,1600000,
39766,1,39863,1686500,39866,25,39864,1600000,
39866,1,39965,1686748,39976,25,39967,1600000,
39976,1,40064,1687120,40067,30,40064,1600000,
40067,1,40164,1687368,40167,27,40165,1600000,
40167,1,40264,1687740,40267,25,40265,1600000,
40267,1,40365,1688732,40370,32,40365,1600000,
40370,1,40465,1688980,40468,28,40466,1600000,
40469,1,40565,1688856,40568,22,40566,1600000,
40568,1,40666,1688856,40668,27,40666,1600000,
40668,1,40766,1688980,40770,25,40766,1600000,
40770,1,40866,1689352,40869,29,40866,1600000,
40869,1,40966,1689848,40975,25,40967,1600000,
40976,1,41066,1690220,41069,25,41067,1600000,
41069,1,41167,1690592,41171,25,41167,1600000,
41171,1,41267,1679184,41270,31,41268,1600000,
41270,1,41367,1680920,41370,27,41368,1600000,
41371,1,41467,1684640,41470,22,41468,1600000,
41470,1,41568,1685384,41572,27,41568,1600000,
41572,1,41668,1685384,41671,27,41668,1600000,
41671,1,41770,1685384,41773,25,41770,1600000,
41773,1,41868,1685384,41871,25,41869,1600000,
41871,1,41971,1685384,41980,27,41973,1600000,
41980,1,42069,1685384,42072,30,42069,1600000,
42072,1,42169,1685384,42172,25,42170,1600000,
42172,1,42269,1685384,42272,25,42270,1600000,
42272,1,42370,1685384,42374,25,42370,1600000,
42374,1,42470,1685384,42472,29,42470,1600000,
42473,1,42572,1685384,42579,25,42573,1600000,
42579,1,42670,1685508,42673,25,42671,1600000,
42673,1,42770,1685508,42774,25,42771,1600000,
42775,1,42871,1685508,42873,29,42871,1600000,
42873,1,42971,1685524,42973,25,42971,1600000,
42974,1,43071,1685524,43074,25,43071,1600000,
43074,1,43171,1685524,43175,25,43172,1600000,
43176,1,43271,1685524,43274,30,43272,1600000,
43274,1,43372,1685524,43375,27,43373,1600000,
43375,1,43473,1685524,43476,25,43473,1600000,
43476,1,43573,1685524,43581,27,43574,1600000,
43582,1,43673,1685524,43676,30,43674,1600000,
43676,1,43774,1685524,43777,25,43774,1600000,
43778,1,43874,1685524,43877,30,43875,1600000,
43878,1,43974,1685524,43978,25,43975,1600000,
43979,1,44074,1685524,44077,31,44075,1600000,
44077,1,44174,1685524,44177,25,44175,1600000,
44177,1,44275,1685524,44277,25,44275,1600000,
44277,1,44375,1685524,44379,27,44375,1600000,
44379,1,44475,1685524,44478,32,44476,1600000,
44478,1,44575,1685524,44579,25,44576,1600000,
44579,1,44676,1685524,44678,50,44676,1600000,
44679,1,44776,1685524,44780,26,44776,1600000,
44781,1,44876,1685524,44879,30,44877,1600000,
44879,1,44976,1685524,44979,27,44977,1600000,
44979,1,45077,1685524,45079,26,45077,1600000,
45079,1,45177,1685524,45181,25,45177,1600000,
45181,1,45277,1685524,45280,29,45277,1600000,
45280,1,45377,1685524,45380,25,45378,1600000,
45380,1,45480,1685524,45492,25,45482,1600000,
45492,1,45578,1684532,45582,32,45578,1600000,
45582,1,45678,1684532,45681,10,45678,1600000,
45681,1,45778,1684532,45781,16,45779,1400000,
45781,1,45878,1684532,45881,19,45879,1600000,
45881,1,45979,1684532,45983,0,45979,1600000,
45983,1,46079,1684532,46082,10,46079,1600000,
46082,1,46179,1684532,46182,25,46180,1600000,
46183,1,46279,1684532,46282,28,46280,1600000,
46282,1,46380,1684532,46384,27,46380,1600000,
46384,1,46480,1683416,46483,32,46480,1600000,
46483,1,46580,1683416,46583,25,46580,1600000,
46583,1,46680,1683416,46683,25,46681,1600000,
46684,1,46780,1683416,46786,25,46781,1600000,
46786,1,46881,1683788,46883,23,46881,1600000,
46884,1,46981,1684036,46984,27,46981,1600000,
46984,1,47081,1684408,47084,25,47082,1600000,
47084,1,47181,1684780,47186,29,47182,1600000,
47186,1,47282,1685028,47285,32,47282,1600000,
47285,1,47382,1685400,47385,25,47383,1600000,
47385,1,47482,1685772,47485,27,47483,1600000,
47485,1,47585,1686144,47591,27,47586,1600000,
47591,1,47685,1686392,47688,27,47686,1600000,
47689,1,47786,1686764,47788,25,47786,1600000,
47789,1,47886,1687136,47889,25,47886,1600000,
47889,1,47986,1687508,47990,27,47986,1600000,
47990,1,48087,1687756,48091,29,48087,1600000,
48092,1,48187,1688128,48189,25,48187,1600000,
48190,1,48287,1688128,48290,25,48287,1600000,
48290,1,48387,1688128,48396,22,48388,1600000,
48396,1,48487,1688376,48490,25,48488,1600000,
48490,1,48588,1688748,48590,25,48588,1600000,
48591,1,48688,1688996,48691,25,48688,1600000,
48691,1,48788,1689368,48792,27,48789,1600000,
48793,1,48888,1689616,48891,9,48889,1500000,
48892,1,48990,1691104,48993,24,48991,1600000,
48994,1,49090,1678952,49093,25,49091,1600000,
49093,1,49191,1682672,49196,25,49192,1600000,
49196,1,49291,1683912,49294,7,49291,1400000,
49294,1,49391,1683912,49394,1,49392,1400000,
49394,1,49491,1683912,49494,0,49492,1400000,
49495,1,49592,1683912,49596,2,49592,1400000,
49596,1,49692,1683912,49695,7,49692,1400000,
49695,1,49794,1683912,49797,0,49795,1400000,
49797,1,49895,1683888,49900,2,49897,1400000,
49901,1,49995,1684136,50001,21,49995,1400000,
50009,1,50095,1684136,50098,18,50096,1400000,
50099,1,50195,1684136,50198,2,50196,1400000,
50198,1,50295,1684136,50299,2,50296,1400000,
50299,1,50396,1684136,50401,2,50396,1400000,
50402,1,50496,1684136,50499,6,50496,1400000,
50499,1,50596,1684136,50599,2,50597,1400000,
50599,1,50696,1684136,50699,2,50697,1400000,
50700,1,50797,1684136,50804,3,50797,1400000,
50805,1,50897,1684360,50900,9,50897,1400000,
50900,1,50997,1684408,51000,0,50998,1400000,
51000,1,51097,1684408,51100,1,51098,1400000,
51100,1,51198,1684532,51202,2,51198,1400000,
51202,1,51298,1684532,51301,3,51299,1400000,
51301,1,51398,1684532,51401,4,51399,1400000,
51402,1,51499,1684532,51502,2,51499,1400000,
51502,1,51599,1684532,51603,2,51599,1400000,
51604,1,51699,1684532,51704,0,51700,1400000,
51705,1,51799,1684532,51802,2,51800,1400000,
51803,1,51900,1684532,51903,0,51900,1400000,
51903,1,52000,1684532,52004,0,52000,1400000,
52005,1,52100,1684532,52103,4,52101,1400000,
52103,1,52200,1684532,52203,3,52201,1400000,
52204,1,52300,1684532,52303,2,52301,1400000,
52304,1,52401,1684532,52405,0,52401,1400000,
52406,1,52502,1684532,52505,4,52502,1400000,
52505,1,52601,1684532,52605,2,52602,1400000,
52606,1,52703,1684532,52714,3,52704,1400000,
52714,1,52802,1684532,52806,2,52802,1400000,
52807,1,52902,1684564,52905,3,52903,1400000,
52905,1,53003,1684564,53005,3,53003,1400000,
53006,1,53103,1684564,53106,2,53103,1400000,
53106,1,53203,1684564,53207,3,53204,1400000,
53208,1,53303,1684564,53306,9,53304,1400000,
53306,1,53404,1684564,53407,2,53404,1400000,
53407,1,53504,1684564,53507,2,53504,1400000,
53507,1,53606,1684564,53613,2,53607,1400000,
53615,1,53704,1684564,53707,6,53705,1400000,
53708,1,53805,1684688,53807,0,53805,1400000,
53808,1,53905,1684688,53908,1,53905,1400000,
53908,1,54005,1684688,54009,0,54005,1400000,
54010,1,54105,1684688,54108,6,54106,1400000,
