App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 09:52:31 PM","57 min 32 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
25116,1,25212,1625844,25216,4,25213,1400000,
25216,1,25313,1625968,25317,2,25314,1400000,
25317,1,25413,1625968,25417,2,25414,1400000,
25417,1,25514,1625968,25517,3,25514,1400000,
25518,1,25614,1625968,25618,8,25614,1400000,
25618,1,25714,1625968,25718,0,25715,1400000,
25718,1,25814,1625968,25818,4,25815,1400000,
25818,1,25914,1625968,25918,3,25915,1400000,
25919,1,26015,1625968,26020,4,26016,1400000,
26021,1,26115,1625968,26119,17,26116,1400000,
26119,1,26216,1625968,26219,6,26216,1400000,
26219,1,26316,1625968,26319,4,26316,1400000,
26320,1,26417,1625968,26420,4,26417,1400000,
26421,1,26517,1625968,26521,6,26518,1400000,
26521,1,26617,1625968,26621,4,26618,1400000,
26621,1,26717,1625976,26721,8,26718,1400000,
26722,1,26818,1625976,26821,6,26818,1400000,
26821,1,26918,1625976,26924,4,26920,1400000,
26925,1,27018,1625976,27021,4,27019,1400000,
27022,1,27118,1625976,27125,6,27119,1400000,
27125,1,27219,1625976,27223,6,27219,1400000,
27223,1,27320,1625976,27332,4,27321,1400000,
27333,1,27421,1626100,27424,7,27421,1400000,
27424,1,27520,1626100,27525,4,27520,1400000,
27525,1,27620,1626100,27624,8,27621,1400000,
27624,1,27722,1626100,27726,0,27722,1400000,
27728,1,27822,1626100,27829,4,27823,1400000,
27829,1,27921,1626100,27925,0,27922,1400000,
27925,1,28022,1626100,28025,3,28022,1400000,
28025,1,28122,1626100,28125,4,28122,1400000,
28126,1,28222,1626100,28226,8,28223,1400000,
28227,1,28322,1626100,28326,2,28323,1400000,
28326,1,28423,1626100,28426,2,28423,1400000,
28427,1,28523,1626100,28527,6,28523,1400000,
28527,1,28623,1626100,28627,0,28624,1400000,
28627,1,28724,1626108,28729,6,28725,1400000,
28730,1,28824,1626232,28828,19,28825,1400000,
28828,1,28925,1626232,28928,2,28925,1400000,
28928,1,29025,1626232,29029,2,29026,1400000,
29029,1,29125,1626232,29129,7,29126,1400000,
29129,1,29226,1626232,29229,4,29226,1400000,
29230,1,29326,1626232,29329,1,29326,1400000,
29329,1,29426,1626232,29430,3,29427,1400000,
29430,1,29527,1626232,29531,4,29528,1400000,
29531,1,29630,1626304,29634,6,29630,1400000,
29634,1,29727,1626232,29731,2,29728,1400000,
29731,1,29827,1626232,29831,3,29828,1400000,
29831,1,29928,1626232,29932,4,29928,1400000,
29933,1,30028,1626232,30032,4,30028,1400000,
30032,1,30128,1626232,30131,8,30129,1400000,
30132,1,30228,1626232,30232,17,30229,1400000,
30233,1,30329,1626232,30332,3,30329,1400000,
30333,1,30430,1626356,30438,6,30432,1400000,
30439,1,30529,1626356,30534,2,30530,1400000,
30534,1,30629,1626356,30633,3,30630,1400000,
30633,1,30730,1626472,30733,3,30730,1400000,
30733,1,30830,1626488,30833,6,30830,1400000,
30834,1,30930,1626488,30933,0,30931,1400000,
30934,1,31030,1626488,31034,6,31031,1400000,
31034,1,31131,1626488,31134,2,31131,1400000,
31135,1,31231,1626488,31235,5,31231,1400000,
31236,1,31331,1626488,31334,4,31332,1400000,
31335,1,31433,1626488,31437,4,31434,1400000,
31437,1,31532,1626488,31535,8,31532,1400000,
31536,1,31633,1626488,31646,0,31634,1400000,
31646,1,31732,1626488,31736,9,31733,1400000,
31736,1,31832,1626488,31837,4,31833,1400000,
31837,1,31933,1626488,31938,7,31934,1400000,
31938,1,32033,1626488,32038,0,32033,1400000,
32038,1,32134,1626488,32138,6,32134,1400000,
32138,1,32234,1626488,32239,8,32234,1400000,
32240,1,32334,1626488,32339,4,32334,1400000,
32339,1,32434,1626488,32437,6,32435,1400000,
32438,1,32534,1626488,32538,3,32535,1400000,
32539,1,32635,1626488,32638,2,32635,1400000,
32639,1,32735,1626496,32739,6,32736,1400000,
32739,1,32835,1626496,32839,2,32836,1400000,
32839,1,32935,1626496,32939,3,32936,1400000,
32939,1,33036,1626496,33040,4,33036,1400000,
33040,1,33136,1626496,33139,4,33136,1400000,
33140,1,33236,1626496,33240,3,33237,1400000,
33240,1,33336,1626496,33340,7,33337,1400000,
33341,1,33437,1626496,33440,2,33437,1400000,
33441,1,33537,1626496,33541,8,33537,1400000,
33541,1,33637,1626424,33641,2,33638,1400000,
33641,1,33738,1626472,33741,4,33738,1600000,
33742,1,33838,1626472,33841,8,33838,1400000,
33842,1,33938,1626472,33942,4,33939,1400000,
33943,1,34038,1626472,34043,2,34039,1400000,
34043,1,34138,1626472,34142,8,34139,1400000,
34142,1,34239,1626472,34243,3,34239,1400000,
34243,1,34339,1626472,34342,14,34339,1400000,
34343,1,34439,1626472,34442,4,34440,1400000,
34443,1,34539,1626472,34543,6,34540,1400000,
34543,1,34640,1626472,34643,3,34640,1400000,
